devices/device_type,devices/device_id,devices/aircraft_model,devices/registration,devices/cn,devices/tracked,devices/identified,devices/aircraft_type
O,0715C8,Paraglider,SN7,SN7,Y,Y,6
O,071720,Paraglider,SN12,S12,Y,Y,6
O,071998,Paraglider,RV,RV,Y,Y,6
O,071AB8,Paraglider,SN5,SN5,Y,Y,6
O,071AC4,HangGlider,HG2272,,Y,Y,6
F,071B13,Other,,,Y,Y,1
O,071B14,Paraglider,19173,,Y,Y,6
O,071CA9,Paraglider,Jono,,Y,Y,6
O,071CE7,Paraglider,HOPPY,,Y,Y,6
I,071D23,Paraglider,,,Y,Y,6
F,071FD4,PA-28,D-EAQH,,Y,Y,2
O,072000,Cessna 182,CC-KWJ,WJ,Y,Y,2
F,07231E,Paraglider,ParaAir,,Y,Y,6
O,072537,WT9 Dynamic,OKKUU61,U61,Y,Y,3
O,07276C,Paraglider,SN3,SN3,Y,Y,6
O,072921,Blanik,OK-0202,L23,Y,Y,1
O,072AD0,Paraglider,SN6,SN6,Y,Y,6
F,072F0C,Paraglider,RW2,RW2,Y,Y,6
O,072F7C,Paraglider,FB2,,Y,Y,6
F,073298,DJI Mini,YU1WAT,WAT,Y,Y,5
O,0733CC,Paraglider,SN17,S17,Y,Y,6
O,073480,Paraglider,SN4,SN4,Y,Y,6
F,073497,Ka-7,HA-5076,P01,Y,Y,1
O,0735D4,Blanik,,,Y,Y,1
F,07364C,SZD-36 Cobra 15,HA-4312,66,Y,Y,1
O,073738,A380,PK22,,Y,Y,1
F,07378D,Ka-7,PH-958,P02,Y,Y,1
O,0738AC,Paraglider,SN8,SN8,Y,Y,6
O,073B55,SZD-9 Bocian,LY-GQZ,QZ,Y,Y,1
F,073C3F,Paraglider,OPPG03,O03,Y,Y,6
F,073D35,Paraglider,,,Y,Y,6
O,07411F,Ultralight,LY-XMF,,Y,Y,3
O,0742E2,Paraglider,,,Y,Y,6
O,0742E4,Paraglider,SN13,S13,Y,Y,6
O,074308,HangGlider,23-90,,Y,Y,6
O,074348,Paraglider,074348,,Y,Y,6
O,074374,Paraglider,FA431,LCS,Y,Y,6
O,0744EC,Paraglider,SN14,S14,Y,Y,6
O,074650,Paraglider,SN16,S16,Y,Y,6
O,07472C,Paraglider,SN9,SN9,Y,Y,6
O,074812,Piper PA-38 Tomahawk,OEARG,,Y,Y,2
O,0749AF,Paraglider,Lexrobe,312,Y,Y,6
O,0749B8,Paraglider,RL69,662,Y,Y,6
O,074AD4,Paraglider,OE-66P1,214,Y,Y,6
F,074DD0,Paraglider,Leo-Osk,,Y,Y,6
O,074F3D,VSO-10,OK-2500,F8,Y,Y,1
F,075090,Paraglider,FDA1,,Y,Y,6
F,075124,Unknown,DBX713,,Y,Y,6
F,075A6F,Paraglider,,,Y,Y,6
O,075A80,Paraglider,PG,JPP,Y,Y,6
F,075D1A,Paraglider,trigSR,,Y,Y,6
O,076150,Paraglider,SN22,S22,Y,Y,6
O,076174,Paraglider,SN21,S21,Y,Y,6
O,07617D,Cessna 152,HA-SKV,HKV,Y,Y,2
F,0763B6,Paraglider,OPPG02,O02,Y,Y,6
F,076891,DJI Mini,YU1WAT,WAT,Y,Y,5
F,076CBF,Paraglider,PAir-2,,Y,Y,6
F,076E20,Paraglider,,FP3,Y,Y,6
F,076F4C,Paraglider,D-MNGU,,Y,Y,6
O,076F63,Different Aircraft,C-MSC1,MS1,Y,Y,1
O,077200,UFO,SNLead,SNL,Y,Y,6
O,0779FA,Paraglider,Egzi,,Y,Y,6
O,077A48,,,,N,N,6
O,077AF3,Paraglider,Buddy,,Y,Y,6
O,077F6F,Paraglider,Max,,Y,Y,6
F,0782F0,Paraglider,1988-25,M88,Y,Y,6
O,0784FD,Blanik,,,Y,Y,1
O,078879,Paraglider,,,Y,Y,6
O,078A88,HangGlider,CONRADO,C02,Y,Y,6
O,078AC4,HangGlider,CAMILOP,CP1,Y,Y,6
O,078B92,SZD-30 Pirat,SP-2872,FA,Y,Y,1
O,078DB8,Paraglider,SN18,S18,Y,Y,6
O,078E84,Paraglider,,,Y,Y,6
O,079204,HangGlider,A-MGJ,162,Y,Y,6
F,07953F,Paraglider,Richard,UlR,Y,Y,6
F,079564,Paraglider,GS,3,Y,Y,6
F,079AE2,DG-400,D-KEGR,GR,Y,Y,1
O,07A1D8,Paraglider,SN19,S19,Y,Y,6
O,07A251,Paraglider,Steffli,,Y,Y,6
O,07A370,Paraglider,,FP1,Y,Y,6
O,07A454,Paraglider,AWS-TTG,TTG,Y,Y,6
F,07A650,Paraglider,46456,,Y,Y,6
F,07A7AC,Paraglider,Evgeny,385,Y,Y,6
F,07AC3F,Paraglider,RW3 lil,RW3,Y,Y,6
O,07AC64,Paraglider,SN20,S20,Y,Y,6
O,07AD15,PA-28,HA-APK,APK,Y,Y,2
O,07AD38,Paraglider,07AD38,,Y,Y,6
O,07AE70,Paraglider,SN23,S23,Y,Y,6
O,07B318,Ground Station,LW_INTL,,Y,Y,6
F,07B364,Paraglider,62993,,Y,Y,6
O,07B51C,Unknown,,,Y,Y,6
F,07B660,Paraglider,lenkman,,Y,Y,6
O,07B8A4,Paraglider,SN2,SN2,Y,Y,6
O,07BA3F,Paraglider,,,Y,Y,6
F,07C2B5,Discus,IUN,,Y,Y,1
F,07CBDC,Paraglider,VLFAN,,Y,Y,6
F,07D150,Paraglider,Hooner3,UNI,Y,Y,6
O,07D3F8,Paraglider,SN1,SN1,Y,Y,6
O,07D4B8,HangGlider,DANIEL,DVB,Y,Y,6
O,07D952,Unknown,,Tt1,Y,Y,6
F,07E240,Paraglider,BrianW,BW1,Y,Y,6
F,07E6CC,Paraglider,,193,Y,Y,6
O,07E908,Ground Station,,,Y,Y,6
O,07F1C4,Paraglider,SN10,S10,Y,Y,6
F,07F51D,Paraglider,OPPG01,O01,Y,Y,6
O,07FDE1,Paraglider,,FP2,Y,Y,6
F,0800D8,Paraglider,Leo-PA,,Y,Y,6
O,08011C,Paraglider,ThomasE,TE,Y,Y,6
F,080174,Paraglider,JP,JP,Y,Y,6
F,080638,Paraglider,PPG1,,Y,Y,6
O,0806C8,Paraglider,OXA3,OXA,Y,Y,6
O,080798,Paraglider,,,Y,Y,6
O,080810,Paraglider,citizen,ct4,Y,Y,6
O,080894,Paraglider,,,Y,Y,6
F,0808D8,Paraglider,48645,GDL,Y,Y,6
O,080950,Paraglider,ThomasM,TM,Y,Y,6
F,080C98,Ground Station,,,Y,Y,6
F,080F34,Paraglider,RICHC,RJC,Y,Y,6
F,0811E0,Ground Station,,,Y,Y,6
F,081214,Paraglider,Pi_Air,,Y,Y,6
F,081464,Paraglider,dan93,993,Y,Y,6
F,081498,HangGlider,Mailand,555,Y,Y,6
F,08149C,Paraglider,MxH,MxH,Y,Y,6
F,08153C,Paraglider,NKO,FOO,Y,Y,6
F,081581,Ventus ct,D-KLBG,BG,Y,Y,1
F,081590,Paraglider,,,Y,Y,6
O,081599,Paraglider,Para,999,Y,Y,6
F,0815D8,Paraglider,PAir,PBi,Y,Y,6
F,081644,Paraglider,Cathi,007,Y,Y,6
F,081D44,HangGlider,,,Y,Y,6
O,08231C,Ground Station,AWS99,GDS,Y,Y,6
O,082428,Ground Station,AWS-MOB,GDS,Y,Y,6
O,082704,VSO-10,OM-8512,82,Y,Y,1
F,082764,HangGlider,mp999,,Y,Y,6
F,0827D8,Paraglider,GurteK,,Y,Y,6
F,0828D4,,,,N,N,6
O,082AE9,SF-27,HA4023,,Y,Y,1
O,082AF4,Ground Station,GS999,,Y,Y,6
I,082D50,Paraglider,MAXhfss,,Y,Y,6
F,082F64,Paraglider,,,Y,Y,6
F,08320C,Paraglider,YWA,YWA,Y,Y,6
O,083414,Paraglider,,,Y,Y,6
F,083418,HangGlider,PDN3,,Y,Y,6
F,0834FC,Paraglider,TSA,TSA,Y,Y,6
O,083580,Paraglider,jd0109,,Y,Y,6
O,083729,Towplane,OK-JAA,JAA,Y,Y,2
F,08386C,Paraglider,JohanT,JT,Y,Y,6
F,08390C,Paraglider,TillJF,,Y,Y,6
F,08398C,Paraglider,lenkman,,Y,Y,6
O,083BF8,Paraglider,SZ520,QRS,Y,Y,6
F,083CF8,Unknown,PinkBra,PB2,Y,Y,6
O,083DB0,Paraglider,D-MPHJ,3b2,Y,Y,6
O,083F10,,,,Y,N,6
O,083F28,Ground Station,,FP0,Y,Y,6
O,084270,Ground Station,WRUT,,Y,Y,6
O,084431,ASW-15,OK-5331,HH,Y,Y,1
F,0845BC,Paraglider,LucyGxO,023,Y,Y,6
O,084920,Ground Station,FK50887,887,Y,Y,6
O,084B48,Paraglider,,JCF,Y,Y,6
O,084C4C,Paraglider,PG2278,,Y,Y,6
O,084C74,Arcus E,,,Y,Y,1
O,084DA0,Paraglider,,,Y,Y,6
F,084E14,Paraglider,creg,CAR,Y,Y,6
F,084E90,Paraglider,Susi S.,101,Y,Y,6
F,084FC8,Paraglider,,,Y,Y,6
F,085107,Ventus 2ct,ZS-GVW,PM,Y,Y,1
F,08525C,Paraglider,GxAir00,000,Y,Y,6
F,0853E0,Paraglider,GANDALF,GAN,Y,Y,6
F,085460,Paraglider,JCP,JCP,Y,Y,6
F,085744,Paraglider,TzGxSD,001,Y,Y,6
F,08595F,ASK-23,D-8595,,Y,Y,1
F,085B58,Paraglider,TonyLa,,Y,Y,6
O,085B9C,Paraglider,,,Y,Y,6
F,085D34,Paraglider,,,Y,Y,6
F,085DF0,Ground Station,SPKULM,,Y,Y,6
F,085E80,Paraglider,MSIERRO,,Y,Y,6
O,0861F0,Ground Station,Pmsa2,Ppg,Y,Y,6
F,0862E8,Ground Station,AIRWST,AIR,Y,Y,6
O,0864BC,Paraglider,Robert,,Y,Y,6
O,0865F4,Paraglider,PARA-AB,AB,Y,Y,6
F,0866C4,Paraglider,,,Y,Y,6
F,086B3C,Ground Station,Ovel,,Y,Y,6
F,086B50,Paraglider,,,Y,Y,6
O,086CF0,Ground Station,pmsa1,,Y,Y,6
F,086D20,Paraglider,Bengt1,,Y,Y,6
O,087435,Paraglider,28756,,Y,Y,6
F,087490,Arcus E,,,Y,Y,1
O,087494,,,,Y,N,6
F,0874F8,Paraglider,al1dup1,,Y,Y,6
F,08760C,Paraglider,FD6858,,Y,Y,6
O,0877AC,Ground Station,0877AC,ee3,Y,Y,6
O,0877F4,Ground Station,,,Y,Y,6
F,087955,Ultralight,D-MLAG,,Y,Y,3
O,087AC0,Ground Station,Ovell,,Y,Y,6
F,087AF8,Paraglider,TenzGxE,081,Y,Y,6
F,087D4C,Paraglider,PIPO,064,Y,Y,6
F,087DCC,Ground Station,LurnGxA,,Y,Y,6
O,087E04,Ground Station,PAHO,,Y,Y,6
F,0887B4,Paraglider,Tony_02,,Y,Y,6
O,0889DC,Paraglider,,,Y,Y,6
O,088B3C,Paraglider,TestDev,,Y,Y,6
O,089144,Paraglider,GX1,GX1,Y,Y,6
O,0893B5,Paraglider,Lorenz,,Y,Y,6
F,089788,Paraglider,milu66,,Y,Y,6
F,089850,Paraglider,StUllr,,Y,Y,6
F,089D70,Paraglider,PPG2,,Y,Y,6
O,089E88,Ground Station,KIXXGS,PPG,Y,Y,6
O,08A064,Ground Station,,,Y,Y,6
F,08A1A8,Paraglider,silu97,,Y,Y,6
O,08A1D8,Paraglider,,,Y,Y,6
O,08A318,Paraglider,MKlug,e2e,Y,Y,6
O,08A4B0,Drone/UAV,08A4B0,ee6,Y,Y,5
F,08A4DC,Paraglider,Tim,TSA,Y,Y,6
F,08A689,Ground Station,Bus_van,1,Y,Y,6
O,08AAE8,Paraglider,,,Y,Y,6
F,08AFA0,Ground Station,LPKULM,,Y,Y,6
O,08AFA8,Paraglider,GerEic,GE1,Y,Y,6
O,08B214,Paraglider,PatN,PAT,Y,Y,6
F,08B27C,Paraglider,,,Y,Y,6
F,08BC74,Paraglider,Markus,,Y,Y,6
F,08BEBC,Paraglider,GANDALF,GAN,Y,Y,6
O,08C14C,Drone/UAV,GXDR1,GXD,Y,Y,5
F,08C174,Paraglider,David M,,Y,Y,6
F,08C39C,Paraglider,Perky,,Y,Y,6
O,08C3CC,Paraglider,GX2,GX2,Y,Y,6
O,08C3F4,Ultralight,D-MZPV,,Y,Y,3
F,08C414,Paraglider,41806,,Y,Y,6
O,08C4E0,Ground Station,,,Y,Y,6
O,08C534,Paraglider,PG2278,,Y,Y,6
O,08C574,Paraglider,JTATEST,,Y,Y,6
O,08C5BB,Astir CS,OK-4165,AK,Y,Y,1
O,08C6E9,Rubik R-26 Gobe,HA5561,G61,Y,Y,1
O,08C701,Ka-7,HA50-71,K71,Y,Y,1
F,08C784,Ground Station,LPKULM,,Y,Y,6
O,08C844,Paraglider,MJ,,Y,Y,6
O,08C911,Ka-8,HA4020,NMO,Y,Y,1
O,08CB74,Paraglider,38780,,Y,Y,6
F,08CC7C,Paraglider,TenzGx3,081,Y,Y,6
F,08CD24,Paraglider,Hantz D,,Y,Y,6
F,08CE10,Paraglider,AIRSHOP,ASW,Y,Y,6
F,08CFDC,Ground Station,SPKULM,,Y,Y,6
O,08D31E,SZD-30 Pirat,HA-4372,3E,Y,Y,1
F,08D3BC,Paraglider,Bef,Bef,Y,Y,6
O,08D403,VSO-10,OM-4509,,Y,Y,1
O,08D754,Ground Station,MCucco,,Y,Y,6
F,08D7A0,Paraglider,TzGx,081,Y,Y,6
F,08D7C0,Motorplane,,,Y,Y,2
F,08DB74,Cirrus SR22,P1nkBra,PB1,Y,Y,2
F,08DD3C,Paraglider,,,Y,Y,6
F,08DD68,Paraglider,T-GXAIR,,Y,Y,6
O,08DF24,Paraglider,Gerry_K,5f7,Y,Y,6
O,08DF38,HangGlider,D-MGRL,,Y,Y,6
F,08DFBC,Ground Station,,,Y,Y,6
O,08E06C,Paraglider,Gerry K,5f7,Y,Y,6
O,08E1A0,Ground Station,Marlens,,Y,Y,6
O,08E1B4,Ground Station,EurCiel,,Y,Y,6
O,08E2A4,Paraglider,SLE,SLE,Y,Y,6
F,08E41C,Paraglider,al1dup,,Y,Y,6
O,08E4D8,Paraglider,,_b6,Y,Y,6
O,08E8C4,Paraglider,,,Y,Y,6
O,08EA2C,Ground Station,PG2278,,Y,Y,6
O,08ECB0,Paraglider,D-MKIX,PPG,Y,Y,6
O,08ECD8,Ground Station,,,Y,Y,6
O,08ED1C,Paraglider,,,Y,Y,6
O,08F1E8,Paraglider,,,Y,Y,6
O,08F86C,Paraglider,PG2278,,Y,Y,6
O,08F9F0,Paraglider,Simone,377,Y,Y,6
F,08FA54,Paraglider,Volker,,Y,Y,6
O,090929,VSO-10,OK-1514,E8,Y,Y,1
O,092624,Towplane,D-MTDY,TDY,Y,Y,2
O,093815,Blanik,OK 9851,,Y,Y,1
O,094054,A380,OK-3908,GG7,Y,Y,1
F,096052,Hornet,DMZZN,007,Y,Y,1
F,0A000B,Ka-6 cr,F170271,271,Y,Y,1
O,0A0047,Paraglider,8525,UWE,Y,Y,6
F,0A0081,Paraglider,,,Y,Y,6
F,0A0082,Ka-6 cr,F170027,027,Y,Y,1
F,0A00B0,Paraglider,Zeno2,PVO,Y,Y,6
F,0A00CE,Paraglider,,,Y,Y,6
O,0A00DB,Paraglider,38693,,Y,Y,6
O,0A00EB,Paraglider,AdiBe,,Y,Y,6
F,0A0120,Paraglider,1417,6f1,Y,Y,6
F,0A0125,Paraglider,Beneair,b23,Y,Y,6
F,0A0141,Paraglider,Henry J,,Y,Y,6
O,0A0161,Paraglider,Dllusca,f41,Y,Y,6
F,0A0166,Paraglider,G92cat3,,Y,Y,6
F,0A016D,Paraglider,PafkaJG,PJG,Y,Y,6
F,0A0179,Paraglider,Wilfrie,Isi,Y,Y,6
O,0A01A2,Paraglider,Nima11,b46,Y,Y,6
F,0A01F1,Paraglider,64043b,244,Y,Y,6
F,0A01FD,Paraglider,JayH,fa0,Y,Y,6
F,0A0204,Paraglider,Doug Fl,196,Y,Y,6
F,0A0205,Paraglider,Bernard,,Y,Y,6
O,0A0208,Paraglider,32712,,Y,Y,6
O,0A0232,Paraglider,Air3_73,979,Y,Y,6
F,0A0248,Paraglider,StefanS,a60,Y,Y,6
O,0A025A,Paraglider,,TC,Y,Y,6
O,0A0260,Paraglider,,,Y,Y,6
F,0A0265,Paraglider,Peter R,,Y,Y,6
F,0A0272,Paraglider,robmeph,RM1,Y,Y,6
O,0A028D,Paraglider,500,JN,Y,Y,6
O,0A0295,Paraglider,NPintar,,Y,Y,6
O,0A0296,Paraglider,33406,cc2,Y,Y,6
O,0A0298,HangGlider,SN,SN,Y,Y,6
F,0A029A,Paraglider,,324,Y,Y,6
F,0A02AC,Paraglider,Urb,Urb,Y,Y,6
O,0A02DB,Paraglider,Richi74,DLS,Y,Y,6
F,0A0308,Paraglider,homosal,hom,Y,Y,6
F,0A031D,Paraglider,MartinO,177,Y,Y,6
O,0A0323,Paraglider,Matt,,Y,Y,6
F,0A032C,Paraglider,VOSTIMA,VOS,Y,Y,6
O,0A032D,Paraglider,MASLINA,,Y,Y,6
F,0A033F,Paraglider,Kmac,,Y,Y,6
F,0A037F,Paraglider,Dirk L.,84d,Y,Y,6
F,0A03A3,Paraglider,Timmy,,Y,Y,6
F,0A03B2,Paraglider,Tatanka,5C1,Y,Y,6
F,0A0401,Paraglider,flugSAM,,Y,Y,6
F,0A040A,Paraglider,,,Y,Y,6
F,0A041B,Paraglider,BjoernB,,Y,Y,6
F,0A041D,Paraglider,ChrisB,2da,Y,Y,6
F,0A0427,Paraglider,MikeP,,Y,Y,6
F,0A043F,,,,Y,N,6
F,0A0458,,,,N,Y,6
O,0A045B,Paraglider,,,Y,Y,6
F,0A046E,Paraglider,AMACO,262,Y,Y,6
F,0A0476,Paraglider,,,Y,Y,6
F,0A0485,Paraglider,,916,Y,Y,6
F,0A0499,Paraglider,,320,Y,Y,6
F,0A049E,Paraglider,sigma11,MB,Y,Y,6
O,0A04BA,Paraglider,JL,,Y,Y,6
F,0A04C2,Paraglider,,,Y,Y,6
F,0A04CA,Paraglider,Advance,337,Y,Y,6
O,0A04D1,Paraglider,RobyR,,Y,Y,6
F,0A04D3,Paraglider,Romano,oz,Y,Y,6
O,0A0507,Paraglider,M King,,Y,Y,6
F,0A0508,Paraglider,,,Y,Y,6
F,0A051A,Paraglider,Griessi,,Y,Y,6
O,0A051B,Paraglider,ESc,,Y,Y,6
F,0A0522,Paraglider,,,Y,Y,6
O,0A0523,Paraglider,38312,,Y,Y,6
F,0A0527,Paraglider,DB,,Y,Y,6
F,0A0543,Paraglider,,,Y,Y,6
F,0A0558,Paraglider,,,Y,Y,6
F,0A0569,Paraglider,QA,,Y,Y,6
O,0A0585,Paraglider,,,Y,Y,6
F,0A058F,Paraglider,AdrianC,,Y,Y,6
O,0A0596,Paraglider,Bernhar,Ber,Y,Y,6
F,0A0599,Archaeopteryx,46988,W37,Y,Y,1
O,0A059B,Paraglider,27678,,Y,Y,6
O,0A05D2,Paraglider,33040,,Y,Y,6
F,0A05E6,Paraglider,,,Y,Y,6
O,0A05EA,Paraglider,TomZ,,Y,Y,6
F,0A05FF,Paraglider,RUSH6,,Y,Y,6
F,0A0632,Paraglider,,,Y,Y,6
F,0A065A,Ka-6 cr,21-778,XA,Y,Y,1
F,0A065E,Paraglider,,,Y,Y,6
F,0A066C,Paraglider,GERMAN,,Y,Y,6
O,0A067E,Paraglider,Omni,O,Y,Y,6
F,0A069D,Paraglider,,,Y,Y,6
O,0A06B1,Paraglider,,,Y,Y,6
F,0A06BC,Paraglider,,,Y,Y,6
F,0A06C9,Paraglider,OMNI_SN,,Y,Y,6
F,0A06CA,Paraglider,,,Y,Y,6
F,0A06D6,Paraglider,,,Y,Y,6
F,0A06EE,,,,Y,N,6
F,0A06F3,Paraglider,,,Y,Y,6
F,0A0701,Paraglider,,,Y,Y,6
F,0A0708,Paraglider,Taly,222,Y,Y,6
F,0A0713,Paraglider,Ulrich,UM,Y,Y,6
F,0A071B,Paraglider,VW,140,Y,Y,6
O,0A0732,Paraglider,,,Y,Y,6
O,0A0733,Paraglider,,,Y,Y,6
F,0A0748,Paraglider,Freek,FVT,Y,Y,6
F,0A0753,Paraglider,,,Y,Y,6
F,0A0763,Paraglider,Sange,,Y,Y,6
F,0A076D,Paraglider,Tatanka,,Y,Y,6
O,0A0772,Paraglider,Pocket,,Y,Y,6
F,0A0774,Paraglider,kymar,,Y,Y,6
O,0A0786,Paraglider,CFoster,281,Y,Y,6
F,0A078F,Paraglider,1988,MaK,Y,Y,6
O,0A07A3,Paraglider,,,Y,Y,6
F,0A07A4,Paraglider,,,Y,Y,6
F,0A07B2,Paraglider,Gerhard,GB,Y,Y,6
F,0A07BD,Paraglider,,,Y,Y,6
O,0A07D2,Paraglider,,,Y,Y,6
O,0A0822,Paraglider,,,Y,Y,6
F,0A0844,Paraglider,ChrisA,CJA,Y,Y,6
O,0A0964,Paraglider,Vangerg,,Y,Y,6
F,0A09F1,Paraglider,HMar,,Y,Y,6
F,0A0A19,Paraglider,,,Y,Y,6
F,0A0ACE,Paraglider,,,Y,Y,6
F,0A0AD0,Paraglider,PP-SL,954,Y,Y,6
F,0A0AF2,Paraglider,,,Y,Y,6
F,0A0AFB,Paraglider,Thierry,TS,Y,Y,6
O,0A0B3D,Other,PI,,Y,Y,1
F,0A0B4D,Paraglider,Billy B,,Y,Y,6
O,0A0B6C,Paraglider,OudieKo,23,Y,Y,6
O,0A0B75,Ground Station,POROSZL,PO,Y,Y,6
F,0A0B7D,Paraglider,,,Y,Y,6
O,0A0B91,Paraglider,Alexis,,Y,Y,6
F,0A0B92,Paraglider,Julien,JUL,Y,Y,6
O,0A0B95,Paraglider,Strahm,496,Y,Y,6
O,0A0BB6,Helicopter,I-MADE,,Y,Y,4
F,0A0BB8,Paraglider,,,Y,Y,6
O,0A0BCA,Paraglider,Matt,,Y,Y,6
O,0A0BD1,Paraglider,NiEr,,Y,Y,6
F,0A0BD3,Paraglider,,,Y,Y,6
F,0A0C01,Paraglider,MiliusB,eat,Y,Y,6
O,0A0C08,Paraglider,OPEKAR,,Y,Y,6
O,0A0C21,Paraglider,,,Y,Y,6
F,0A0C31,Paraglider,,,Y,Y,6
F,0A0C3A,Paraglider,AJW,,Y,Y,6
O,0A0C47,Paraglider,Samuel,338,Y,Y,6
F,0A0C4A,Paraglider,SteveW1,,Y,Y,6
O,0A0C4E,Paraglider,22-0237,,Y,Y,6
O,0A0C5F,Paraglider,,,Y,Y,6
F,0A0C65,Paraglider,JT902,902,Y,Y,6
O,0A0C91,Paraglider,,,Y,Y,6
F,0A0CB8,Paraglider,SeanSt,,Y,Y,6
F,0A0CBC,Paraglider,,,Y,Y,6
F,0A0CC5,Paraglider,DazBart,808,Y,Y,6
F,0A0CC8,Paraglider,66595,,Y,Y,6
F,0A0CD1,Paraglider,,,Y,Y,6
F,0A0CDF,Paraglider,Strahm,496,Y,Y,6
O,0A0CF2,Paraglider,,,Y,Y,6
O,0A0D08,Paraglider,MDZ,MDZ,Y,Y,6
O,0A0D23,Paraglider,MKing,,Y,Y,6
F,0A0D31,Paraglider,LaKo,LKO,Y,Y,6
F,0A0D34,Paraglider,RMiller,,Y,Y,6
F,0A0D3A,Paraglider,,,Y,Y,6
F,0A0D4D,Paraglider,,,Y,Y,6
F,0A0D56,Paraglider,,,Y,Y,6
O,0A0D6B,Paraglider,,303,Y,Y,6
F,0A0D80,HangGlider,6279,,Y,Y,6
F,0A0D8D,Paraglider,J-BOD,,Y,Y,6
O,0A0D92,Paraglider,JOS,JOS,Y,Y,6
F,0A0DAB,Paraglider,,,Y,Y,6
F,0A0DF0,Paraglider,,,Y,Y,6
F,0A0E0A,Paraglider,,,Y,Y,6
O,0A0E13,Paraglider,XX,,Y,Y,6
F,0A0E15,Paraglider,DK,815,Y,Y,6
O,0A0E34,Paraglider,,,Y,Y,6
F,0A0EC4,Paraglider,RARA-M,,Y,Y,6
F,0A0ED7,Paraglider,,,Y,Y,6
F,0A0EDD,Paraglider,FreddeB,,Y,Y,6
F,0A0EF7,Paraglider,138f605,19,Y,Y,6
I,0A0EF9,Paraglider,Durogat,ADu,Y,Y,6
O,0A1415,Paraglider,000,000,Y,Y,6
O,0A2146,Paraglider,BC-048,,Y,Y,6
O,0A2CA1,Paraglider,BC89,89,Y,Y,6
O,0A3210,L 13 SEH Vivat,OM-6107,07,Y,Y,1
F,0A3E6C,DG-1000 T,D-KGIU,GIU,Y,Y,1
F,0A6528,Paraglider,cmg666,,Y,Y,6
F,0A6830,Paraglider,37641,ST,Y,Y,6
O,0A6855,Paraglider,Ms-440,,Y,Y,6
O,0A6B23,Paraglider,Bladti,,Y,Y,6
O,0AC6A1,Paraglider,BkaRES,,Y,Y,6
O,0AD9BC,Paraglider,SZ-2131,131,Y,Y,6
O,0B37EE,Astir CS,OK-3711,VAR,Y,Y,1
O,0B3878,Paraglider,KE-145,145,Y,Y,6
F,0B54D4,Paraglider,,,Y,Y,6
O,0B655E,Discus,N771RM,RM,Y,Y,1
F,0B7314,HPH 304S Shark,OK-1711,KK,Y,Y,1
O,0BBABE,Paraglider,0BBABE,,Y,Y,6
F,0BF473,Paraglider,WRose,,Y,Y,6
O,0C109A,Cessna 152,HASLN,HLN,Y,Y,2
O,0C15C8,Paraglider,SkNm 07,SN7,Y,Y,6
O,0C1AB8,Paraglider,SkNm 05,SN5,Y,Y,6
O,0C1B2C,Towplane,RA,,Y,Y,2
O,0C2134,Blanik,OK-2718,L13,Y,Y,1
F,0C2574,Balloon,D-ONKO,,Y,Y,6
O,0C276C,Paraglider,SkNm 03,SN3,Y,Y,6
F,0C2A74,UFO,F-RANK,,Y,Y,6
O,0C2AD0,Paraglider,SkNm 06,SN6,Y,Y,6
O,0C2AF4,Paraglider,chili3,BH2,Y,Y,6
O,0C30DC,Ground Station,RX-OGN,OGN,Y,Y,6
O,0C3480,Paraglider,SkNm 04,SN4,Y,Y,6
F,0C386C,Paraglider,JohanT,JT,Y,Y,6
O,0C38AC,Paraglider,SkNm 08,SN8,Y,Y,6
O,0C3968,Ikarus C42 B,D-MORM,,Y,Y,3
O,0C3AD4,Blanik,0c3ad4,,Y,Y,1
O,0C3AE0,Ikarus C42 B,D-MPEJ,,Y,Y,3
O,0C3C34,Drone/UAV,Mav-Wb2,,Y,Y,5
O,0C3C44,Blanik,OK-4704,,Y,Y,1
O,0C3F94,Unknown,F-TEST,,Y,Y,6
O,0C3FF0,Motorplane,HB-RYD,,Y,Y,2
F,0C4033,Duo Discus xlt,D-KDWF,WF,Y,Y,1
O,0C40D0,Ikarus C42 B,D-MOMN,,Y,Y,3
O,0C40D4,Ultralight,F-JTRJ,,Y,Y,3
O,0C41B4,Ground Station,KBfly,,Y,Y,6
O,0C41BC,Unknown,F-PGDL,DL,Y,Y,6
F,0C460A,Discus,D-8060,60,Y,Y,1
O,0C46A8,Ikarus C42 B,D-MRSM,,Y,Y,3
F,0C49D8,PA-28,WRA,WRA,Y,Y,2
O,0C6218,Ultralight,OM-M095,O95,Y,Y,3
I,0C9876,PA-28,ZS-PZM,PZM,Y,Y,2
O,0CC4B8,Paraglider,SZ-982,982,Y,Y,6
O,0CCA10,Ka-8,HA4007,,Y,Y,1
O,0CCBA8,Paraglider,,SL2,Y,Y,6
O,0CCEF1,LAK-12,HA-4464,KY,Y,Y,1
O,0CD9E8,Bergfalke III,D8495,,Y,Y,1
F,0CEB5C,Paraglider,KRNL,,Y,Y,6
F,0CEF20,Duo Discus xl,G-TEST,JV3,Y,Y,1
F,0CEF34,Paraglider,Jack,JAM,Y,Y,6
O,0CEF80,Twin Astir I,OK-2394,BL,Y,Y,1
F,0CF010,Cirrus Std,OK-0696,KAC,Y,Y,1
F,0CFFFF,Cessna 208,F-HANM,,Y,Y,2
F,0D0037,Kestrel,D-0037,SM,Y,Y,1
