#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED,COUNTRY
F,DDDC2C,Zugvogel IIIb,D-8820,20,Y,Y,Germany
F,A6692F,TG-16,N512DG,20,Y,Y,United States
I,40372A,RV-6,G-RVVI,20,N,Y,United Kingdom
I,268A7A,Std. Libelle 201 B,D-6020,20,Y,Y,Germany
I,484CAE,Std Libelle,PH-482,201,Y,Y,Netherlands
F,DDE3CA,LibelleStd.,D-2214,201,Y,Y,Germany
F,DF03F7,DG202,F-CBCA,202,Y,Y,France
F,D01EE8,Glider,G-CHJX,203,Y,Y,United Kingdom
F,DDC0EB,ASW-28t,G-CKLP,205,N,Y,United Kingdom
I,404F9D,ASW28E,G-CKLP,205,Y,Y,United Kingdom
F,405C71,Glider,G-CGBS,206,Y,Y,United Kingdom
I,405562,Discus t,G-CJOC,208,N,Y,United Kingdom
F,DD9222,H36 Dimona,OE-9208,208,N,Y,Austria
F,DDD9A8,Ventus bT,D-KPDC,209,Y,Y,Germany
F,40715E,ASW20B,G-CLSW,20B,Y,Y,United Kingdom
F,A8166F,AS-W 20C,N620C,20C,Y,Y,United States
I,A1E165,Glider,N220E,20E,Y,Y,United States
F,DDA9C0,SZD 41 Jantar Std,OE-5207,21,N,Y,Austria
F,DDA5DF,ASK 21,D-6074,21,Y,Y,Germany
F,DDD8E5,ASK-21,OH-678,21,Y,Y,Unknown
F,D00BEC,LS4,OE-5621,21,Y,Y,Austria
F,DDB155,ASK-21 MI,D-KZAS,21,Y,Y,Germany
F,DD86F7,Club Libelle,D-2121,21,Y,Y,Germany
F,DDAE10,ASK-21,D-8035,21,Y,Y,Germany
I,DD85B5,ASK21,D-6621,21,Y,Y,Germany
F,D001D0,ASK-21,D-0402,21,Y,Y,Germany
I,4053C5,Grob Twin Astir II,G-CJLZ,21,Y,Y,United Kingdom
F,D0264F,ASW 27,D-9827,21,Y,Y,Germany
F,DD99EF,ASK-21,D-6121,21,Y,Y,Germany
F,DDEA9C,ASH-25,OE-5521,21,N,Y,Austria
I,3005FD,glider,D-1533,21,Y,Y,Germany
F,DD8688,ASK-21,D-4521,21,N,Y,Germany
F,DDC271,ASK 21,D-2021,21,Y,Y,Germany
F,DD99DD,ASK-21,D-5721,21,N,Y,Germany
F,DDB495,ASK-21,D-6621,21,N,Y,Germany
F,DDA3F4,ASK-21,D-9021,21,N,Y,Germany
F,DD951D,Ka-8,D-8421,21,N,Y,Germany
F,DF2400,ASK 21,D-4599,21,Y,Y,Germany
I,F52743,Ka-8,D-8421,21,N,Y,Germany
I,A9A1A3,ASW27B Glider,N72EM,21,Y,Y,United States
F,DDFB50,Pegase,F-CGEV,212,Y,Y,France
I,4B457B,S-18,HB-212,212,Y,Y,Switzerland
F,405A87,ASW20,G-ODCH,212,Y,Y,United Kingdom
I,FE0A66,SGS 1-26B,N2746R,216,Y,Y,United States
F,D01488,Grob Astir CS,G-CFYI,216,Y,Y,United Kingdom
I,C761F4,SGS 1-26B,N2746R,216,Y,Y,United States
F,DDAC19,Pegase,F-CGFC,217,Y,Y,France
F,DDE7E4,LS-1,F-CEHD,217,Y,Y,France
F,DD96B8,HK36 Super Dimona,OE-9218,218,N,Y,Austria
F,D01F70,ASW15B,G-CGEH,219,Y,Y,United Kingdom
F,DDF9F9,Calif A21S,G-CKNC,21S,Y,Y,United Kingdom
F,DD9140,Libelle,OE-0925,22,N,Y,Austria
F,DD8ACB,LS3A,PH-1421,22,Y,Y,Netherlands
F,DD8D9D,SF-27,D-1222,22,Y,Y,Germany
F,DD9174,LS-4,D-2822,22,N,Y,Germany
F,DF089F,Duo Discus xl,D-3822,22,Y,Y,Germany
F,D01D3E,DISCUS B,LV-ESU,22,Y,Y,Argentina
F,DD87E6,LS-1,D-1022,22,N,Y,Germany
I,F64770,Ventus 2,D-6522,22,N,Y,Germany
F,DD9FB5,LS-3,D-2622,22,Y,Y,Germany
F,DDB6C6,LS-1,D-1022,22,N,Y,Germany
I,AA4B94,ASW-24,N7622,22,Y,Y,United States
F,DDB379,K8b,D-3622,22,Y,Y,Germany
F,DD9FC9,LS6 18w,D-2666,22,Y,Y,Germany
F,DDAA2C,Puchacz,D-4622,22,N,Y,Germany
F,DF045D,Ventus cM,D-KKPP,22,N,Y,Germany
F,DDEEEC,Duo Discus,G-CHNW,220,Y,Y,United Kingdom
F,20056E,Paraglider,P-ARAGLIDER,2205,Y,Y,North Korea
F,D005B7,Pegase,G-DETJ,223,Y,Y,United Kingdom
F,DD523A,LS4a,G-CFYH,224,Y,Y,United Kingdom
F,D01F76,Mini Nimbus,G-CJTJ,225,Y,Y,United Kingdom
F,DD923B,Grob Jeans Astir,OE-5226,226,Y,Y,Austria
F,8CEB94,Ka-8,N6622F,22F,Y,Y,United States
F,D004E5,ASW20,D-7648,22T,Y,Y,Germany
I,3EFE77,ASW20,D-7648,22T,Y,Y,Germany
F,DDD447,ASK 13,D-2373,23,Y,Y,Germany
F,DD96FA,Bergfalke IV,D-0523,23,N,Y,Germany
F,6AC77D,L-23,OK-3223,23,Y,Y,Czech Republic
I,DD9976,Bergfalke 4,D-0523,23,Y,Y,Germany
I,3EF4FE,ASK-23,5223,23,Y,Y,Unknown
F,DD892B,LS-4,D-0623,23,N,Y,Germany
F,DDA73C,ASK13,D-6723,23,Y,Y,Germany
F,DDDD09,Ka-6,D-6123,23,Y,Y,Germany
F,DDA834,LS-3,D-0323,23,N,Y,Germany
F,DF0AF7,LS 4,D-0723,23,Y,Y,Germany
F,DD8408,Ka-8,D-5823,23,Y,Y,Germany
I,A2A66D,ASW-27,N27ZL,23,N,Y,United States
F,D012DB,Discus B,G-CFTW,230,Y,Y,United Kingdom
F,DDE83C,Duo Discus Turbo,G-CKGF,233,Y,Y,United Kingdom
F,DDC005,LAK-12,G-CHHW,237,Y,Y,United Kingdom
F,C72ECC,Pawnee,N6523Z,23Z,Y,Y,United States
I,AB187D,Discus,N814CU,24,Y,Y,United States
F,D009E4,ASW 24E WL,D-KGDS,24,Y,Y,Germany
F,DD970F,Ka 6,D-8424,24,Y,Y,Germany
F,DDAB40,SZD-48-3 Jantar Std 3,HA-4470,24,Y,Y,Hungary
F,DDAAB6,Grob Astir CS,D-7224,24,Y,Y,Germany
F,DDDD7D,Jantar std-3,HA-4470,24,Y,Y,Hungary
F,A99660,TG-16,N310DG,24,Y,Y,United States
F,DDBD06,Ventus 2ct,G-AAAA,24,N,Y,United Kingdom
F,DDC231,SZD-50 Puchacz,PH-1024,24,Y,Y,Netherlands
F,DDAC37,ASW-24,D-1584,24,N,Y,Germany
F,DDDF58,Ventus C,G-CFPL,242,Y,Y,United Kingdom
I,4053AC,Glider,G-CHJF,245,Y,Y,United Kingdom
F,DDD877,LS-6,G-CHJF,245,Y,Y,United Kingdom
F,DDD5B4,LibelleClub,HB-1249,249,Y,Y,Switzerland
F,86B528,SF-34,N4424E,24E,Y,Y,United States
F,8CEC54,SF-34,N4425N,24N,Y,Y,United States
I,A50C0B,ASW-24,N424S,24S,Y,Y,United States
F,DDDC40,ASW-28,G-CJVS,24Z,Y,Y,United Kingdom
F,DD9F39,Ka6,OE-0725,25,Y,Y,Austria
F,DDAC08,DG202,D-0425,25,Y,Y,Germany
F,3EEEA9,Std. Libelle WL,D-3602,25,Y,Y,Germany
F,DDE489,glider,SP-2586,25,Y,Y,Poland
I,4B4C90,DG-800A,HB-2025,25,Y,Y,Switzerland
F,DD8372,ASK-23,D-8325,25,Y,Y,Germany
F,DDED20,ASH-25,OY-LJX,25,Y,Y,Denmark
F,200176,Gleitschirm,A.BOTT,25466,Y,Y,Unknown
F,11423C,Paraglider,P-IGEON,25759,Y,Y,North Korea
I,4863ED,ASH 26E,PH-1658,26,Y,Y,Netherlands
F,DD9CD7,ASK21,D-0626,26,Y,Y,Germany
F,DDE7C4,ASK 18,D-6726,26,Y,Y,Germany
I,3EF4DA,LS4,D-5187,26,N,Y,Germany
F,DDFA59,Grob Astir CS,D-7426,26,Y,Y,Germany
F,DDABE2,ASK-13,D-2326,26,Y,Y,Germany
F,DDAB04,Astir CS-77,D-7626,26,Y,Y,Germany
F,DDBD08,Duo Discus xt,G-SAXT,26,N,Y,United Kingdom
F,DDECE2,ASH-26 E,G-LIVS,261,Y,Y,United Kingdom
I,4B4D7C,SF-25,HB-2261,261,Y,Y,Switzerland
F,4056F7,Std libelle,G-DHAA,263,Y,Y,United Kingdom
I,401355,LS-4,G-LSIV,264,Y,Y,United Kingdom
F,DDF975,LS-4,G-LSIV,264,Y,Y,United Kingdom
F,DD9E39,ASK-13,D-0269,269,N,Y,Germany
I,404A01,ASH-26 E,G-CCLR,26E,N,Y,United Kingdom
F,DD8452,SZD 50 Puchacz,D-5127,27,Y,Y,Germany
F,DDB5AC,LS-3,D-3927,27,N,Y,Germany
F,DD821F,ASK-23,D-3427,27,Y,Y,Germany
F,DD049A,LS-4,3527,27,Y,Y,Unknown
F,DDA3E9,Ka-6,D-3227,27,Y,Y,Germany
F,0D0927,Std Cirrus WL,D-0927,27,Y,Y,Germany
F,DD86CC,LS-3,D-3927,27,N,Y,Germany
I,405806,Discus,G-CJGL,27,Y,Y,United Kingdom
F,DD83F2,Discus CS,D-8127,27,Y,Y,Germany
I,DD04F2,Nimbus 3,D-5327,27,Y,Y,Germany
F,DD856A,Astir CS,D-7427,27,Y,Y,Germany
I,405616,Discus,G-CJGL,27,Y,Y,United Kingdom
F,DDB08F,ASW-27,D-2753,27,N,Y,Germany
F,DD4F21,Let L-23 Super Blanik,S5-7127,27,Y,Y,Unknown
I,405AC0,Mini Nimbus,G-DDSP,270,Y,Y,United Kingdom
I,4055A4,ASW-20,G-DFAF,271,Y,Y,United Kingdom
I,405FB2,DG-100,G-CJEZ,274,Y,Y,United Kingdom
F,DDD842,Mosquito,G-MOZI,277,Y,Y,United Kingdom
F,DDE3F5,LS-4,G-DEOA,279,Y,Y,United Kingdom
F,D008BB,LS7,G-DFXE,27F,Y,Y,United Kingdom
F,40716D,LS7,D-FXE,27F,Y,Y,Germany
F,DD9E1B,Ka-8,D-3028,28,N,Y,Germany
F,DD9C62,Ka-6E,D-9028,28,Y,Y,Germany
F,DDA479,Kranich III,D-6228,28,Y,Y,Germany
F,DDA2D9,ASK-21,D-6128,28,Y,Y,Germany
F,DDF041,ASW-19,OE-5228,28,Y,Y,Austria
F,DDA6B5,Ka-8,D-6028,28,Y,Y,Germany
I,3EFFF3,ASW 28,D-8028,28,Y,Y,Germany
F,D01380,Astir CS Jeans,D-3828,28,Y,Y,Germany
F,DD99BB,LS1-0,OY-MMX,28,Y,Y,Denmark
I,484A7C,ASW-28,PH-1216,28,Y,Y,Netherlands
F,DD999F,LS-1,D-0280,28,N,Y,Germany
F,DDEE8C,HPH 304S Shark,G-CLON,28,Y,Y,United Kingdom
I,484C94,Grob Twin Astir III,PH-1228,28,Y,Y,Netherlands
I,406D47,HPH 304S Shark,G-CLON,28,Y,Y,United Kingdom
I,4404E5,SF-25,OE-9280,280,Y,Y,Austria
F,C817A8,ASW20,ZK-GTJ,280,Y,Y,New Zealand
I,4053FE,LS-4,G-LSLS,288,Y,Y,United Kingdom
F,DD509B,LS-4,G-LSLS,288,Y,Y,United Kingdom
I,A355E0,Ventus B,N314CA,28H,Y,Y,United States
F,405338,Glider,G-TRBO,28T,Y,Y,United Kingdom
I,40502F,Glider,G-TRBO,28T,Y,Y,United Kingdom
F,874DC0,2-33,N2028T,28T,Y,Y,United States
F,DDDF3B,ASG-29E,OY-XVO,29,N,Y,Denmark
I,3ED7CD,ASW 28-18 FVA 29,D-KWRL,29,Y,Y,Germany
F,DDFD4E,Pilatus B4,D-3729,29,Y,Y,Germany
I,3E6D9C,ASG-29E,D-KGSA,29,Y,Y,Germany
F,DD9C0F,ASK-21,D-8629,29,Y,Y,Germany
F,3EEBF5,ASW28-18,D-2910,29,Y,Y,Germany
F,DD95DB,Ventus,SP-4131,29,Y,Y,Poland
F,DD8784,SZD-51 Junior,D-7129,29,Y,Y,Germany
I,484F9D,ASG-29Es,PH-1493,29,Y,Y,Netherlands
F,DDDF6F,ASG 29 E,D-KXSA,29,Y,Y,Germany
F,D00718,Bergfalke II,D-1929,29,Y,Y,Germany
F,DDF9CD,ASG29E,SP-4329,29,Y,Y,Poland
I,A6674C,LS-3,N511Y,29,Y,Y,United States
F,DF1715,FVA 29,D-KWRL,29,Y,Y,Germany
F,DDE1C0,Pegase,F-SDXJ,290,N,Y,France
I,406654,Arcus T,G-JKRV,291,Y,Y,United Kingdom
F,DDDB7F,Discus,G-CJSE,296,N,Y,United Kingdom
I,ACE11C,ASG29-18,N929RM,29E,Y,Y,United States
F,DDA3C7,LS3a,D-2847,2A,Y,Y,Germany
I,3ECC1C,Arcus T,D-KSGI,2A,Y,Y,Germany
F,DD9E15,JANTAR 2 A,F-CAQB,2A,Y,Y,France
I,C079D4,DG-808 B,C-GDUN,2A,Y,Y,Canada
F,D012B8,ASH 31,D-KYAM,2A,Y,Y,Germany
F,DF0895,ASW-24,D-7266,2A,Y,Y,Germany
I,3ECE1C,Arcus T,D-KTAA,2A,Y,Y,Germany
F,DDE1D2,CB 15,F-UQTM,2A,N,Y,France
F,DF0E4E,Libelle,D-0553,2A,N,Y,Germany
F,DDFDA9,DG-800 B,D-K123,2A,N,Y,Germany
F,DD0FA5,Nimbus 2,G-DEAJ,2A,Y,Y,United Kingdom
F,DF14AE,Ventus 2a,M-ARIO,2A,Y,Y,Isle of Man
F,DDEC1E,asg29Es,D-KKAM,2A,Y,Y,Germany
F,DDEB4D,Arcus T,D-KVKV,2AS,N,Y,Germany
I,A2CC94,ASW-24,N28KS,2B,Y,Y,United States
F,DDBC65,Ventus 2cxT,D-KYBB,2B,Y,Y,Germany
I,3E6122,Arcus M,D-KBZE,2B,Y,Y,Germany
F,4B514F,ASW27,HB-3240,2B,Y,Y,Switzerland
F,3CFA4B,ASG 29/18m,D-9292,2B,Y,Y,Germany
I,4B4B7A,LS-4,HB-1747,2B,Y,Y,Switzerland
I,3EFC17,Discus 2b,D-7040,2B,Y,Y,Germany
F,D003D9,Ventus 2cxT,D-KYBB,2B,Y,Y,Germany
I,485F3A,Ventus cT,PH-1640,2B,Y,Y,Netherlands
I,A9AB1D,Discus 2T,N722BK,2BK,Y,Y,United States
F,DD916D,Discus 2c,D-3701,2C,N,Y,Germany
F,DDEEFB,Ventus,D-2924,2C,N,Y,Germany
F,DDA7D4,Ventus 2cxT,D-KYMG,2C,N,Y,Germany
I,DD8D1E,Nimbus 2,HB-1769,2C,N,Y,Switzerland
I,A32C60,Mosquito,N303VP,2C,N,Y,United States
F,467252,Std.Cirrus,OK-0590,2C,Y,Y,Czech Republic
F,D00DB6,Ventus 2CxT,G-TWOC,2C,Y,Y,United Kingdom
I,45CF01,AS 33Es,OY-SXA,2C,Y,Y,Denmark
I,4B5187,Duo Discus,HB-3296,2C,N,Y,Switzerland
I,4B4B90,Nimbus 2,HB-1769,2C,N,Y,Switzerland
I,40575D,Nimbus 2,G-DEGS,2CS,N,Y,United Kingdom
I,C081B6,SZD-55,C-GXDD,2D,Y,Y,Canada
I,3EEF51,Discus 2c,D-3770,2D,Y,Y,Germany
I,A3F954,SZD 55-1,N355W,2D,Y,Y,United States
F,DDB5CB,Duo Discus,D-8884,2D,N,Y,Germany
F,DD9181,Discus 2c,D-3770,2D,N,Y,Germany
F,DF218C,DG-505,D-3904,2D,Y,Y,Germany
I,3E66F7,Discus 2c FES,D-KEEP,2E,Y,Y,Germany
F,DDD95B,Jantar Std. 3,PH-1349,2E,Y,Y,Netherlands
I,3EF1AF,LS8,D-4376,2E,Y,Y,Germany
F,DD9F7D,ASW-19,D-2682,2E,N,Y,Germany
F,A32E52,304 CZ,N304BL,2E,Y,Y,United States
F,A00C98,Glider,N102ET,2ET,Y,Y,United States
F,DDEA80,LS-9,D-KILS,2F,N,Y,Germany
I,A68712,ASW-17,N52F,2F,N,Y,United States
F,DDBACE,LS-7,EC-FKP,2F,N,Y,Spain
I,3EFBFA,Arcus S,D-7011,2F,Y,Y,Germany
F,DF175E,ASW 22 BLE,D-KEBD,2F,Y,Y,Germany
I,A39C2B,ASH31Mi,N3312G,2G,Y,Y,United States
F,D01107,ASK 21,D-5439,2G,Y,Y,Germany
F,D02AE3,Ventus 2C,F-CIJG,2G,Y,Y,France
F,DDAEA2,ASG-29E,SE-UUG,2G,N,Y,Sweden
F,DD9B53,LS-3,D-2634,2H,Y,Y,Germany
F,D00950,Duo Discus T,D-KKVO,2H,Y,Y,Germany
I,A8170E,Ventus,N620JJ,2H,Y,Y,United States
F,DF2194,Astir CS,D-2399,2H,Y,Y,Germany
F,DDA3A8,Discus,D-0933,2H,Y,Y,Germany
F,D01901,ASW19B,SP-4060,2H,Y,Y,Poland
F,DD9C22,Discus b,D-1418,2HT,N,Y,Germany
I,C02CD5,Genesis 2,C-FQZK,2J,Y,Y,Canada
F,A06DCA,ASW 27,C-GKKJ,2K,Y,Y,Canada
F,4B4B23,ASW20L,HB-1660,2K,Y,Y,Switzerland
F,DDDF42,Ventus 2cM,SE-UVX,2K,N,Y,Sweden
I,ADB374,Duo Discus,N982KA,2KA,Y,Y,United States
I,39617B,JS3,2L,2L,Y,Y,Unknown
F,DD92E3,Duo Discus,HB-3263,2L,N,Y,Switzerland
F,D01DD6,JS-MD 3,D-KYLL,2L,Y,Y,Germany
I,4B5166,Duo Discus,HB-3263,2L,Y,Y,Switzerland
I,A231AF,ASW-24,N240TG,2LO,Y,Y,United States
I,AA3EC5,Schweitzer 1-34,N7597,2LS,Y,Y,United States
I,4B51A1,Discus2,HB-3322,2M,Y,Y,Switzerland
F,A9E634,ASH 31 Mi,N12BZ,2M,Y,Y,United States
I,44072B,Kestrel,OE-5026,2M,Y,Y,Austria
F,DDB05C,DG-800,D-KTMM,2M,N,Y,Germany
F,DD8257,Ka-8,D-0943,2M,N,Y,Germany
F,DDEAD4,Arcus M,D-KARX,2M,N,Y,Germany
I,3ED718,ASG29E,D-KWKM,2M,Y,Y,Germany
F,DD521A,ASW-28,VH-LIJ,2M,Y,Y,Australia
I,3EF8EC,Duo Discus xl,D-6229,2M,Y,Y,Germany
F,DDEDDC,Discus 2c,PH-1328,2M,Y,Y,Netherlands
F,DD9ACC,ASW-28,D-7077,2M,N,Y,Germany
F,DDA61C,LibelleClub,D-2475,2N,N,Y,Germany
I,A88E10,ASW-27B,N650PS,2P,Y,Y,United States
F,DD9355,LS-1 f,D-6559,2P,N,Y,Germany
I,A9FB3D,Arcus M,N742P,2P,Y,Y,United States
F,DDF107,ASH-31 Mi,D-KRPF,2P,Y,Y,Germany
F,DD9F15,DG300,D-0305,2PF,Y,Y,Germany
I,A378E8,Libelle 201B,N3226,2PT,Y,Y,United States
F,A19ACB,Glider,N202PW,2PW,Y,Y,United States
F,DDFDA1,DG-300,D-1276,2R,Y,Y,Germany
F,DF2074,DG500M,D-KLRR,2R,Y,Y,Germany
I,A2C9D8,ASW 27B,A2C9D8,2R,Y,Y,Unknown
F,898958,LS4,N49EH,2R,Y,Y,United States
F,DDD2CE,ASW-27,ZS-GVT,2R,N,Y,South Africa
I,3EF445,Discus 2b,D-9720,2S,Y,Y,Germany
F,DDA66C,ASW-19,D-2673,2S,N,Y,Germany
F,DDBB04,LibelleStd.,D-0355,2S,Y,Y,Germany
F,DD9BC5,Club-Libelle,D-2473,2S,Y,Y,Germany
I,AAC106,Glider,N792SC,2SC,Y,Y,United States
F,DDED86,ASW-27,ZS-GUM,2T,N,Y,South Africa
F,F64570,DG100g,OK-5413,2T,Y,Y,Czech Republic
I,484773,DuoDiscus XT,PH-1377,2T,Y,Y,Netherlands
I,ACB35C,JS3,N9172T,2T,Y,Y,United States
F,DD9CCD,DG-100,D-5413,2T,N,Y,Germany
I,AAAC62,LS-8,N787V,2T,N,Y,United States
I,3E75B5,Ventus 3M,D-KJTT,2T,Y,Y,Germany
I,3E6DC9,ASG29E,D-KGTT,2T,Y,Y,Germany
F,DD9DD3,Kestrel,D-2196,2T,Y,Y,Germany
F,DD9CC0,DG-100,D-5413,2T,Y,Y,Germany
F,DDA263,ASK-21,D-4513,2T,Y,Y,Germany
I,A06FAA,Discus2T,N127WC,2T,Y,Y,United States
I,A34FF2,Stemme S10-VT,N312TK,2TK,Y,Y,United States
F,DDC016,LS-1 f,D-8980,2U,Y,Y,Germany
F,3ECAE9,AS33Es,D-KRUN,2U,Y,Y,Germany
I,485312,Ventus 2cxT,PH-1572,2V,Y,Y,Netherlands
F,DDEFFF,Discus 2,HB-3426,2V,Y,Y,Switzerland
F,DD9BD1,ASK-21,D-1610,2V,N,Y,Germany
F,DDDCAB,ASW20,D-2720,2W,Y,Y,Germany
F,DDEB7F,Arcus M,D-KFMW,2W,Y,Y,Germany
F,DDBC14,Std Cirrus,G-CKFK,2W,Y,Y,United Kingdom
F,DD9F48,Jantar Std. 2 WL,D-6202,2W,N,Y,Germany
F,D027D6,Discus 2t,D-KXWW,2W,Y,Y,Germany
I,D01F8D,LS8 e neo,D-KDWW,2W,Y,Y,Germany
I,C05E4A,ASW-27,C-GJSJ,2W,Y,Y,Canada
F,DDDEF9,LAK-17 AT,SE-UUL,2W,N,Y,Sweden
F,DDD29F,Ask21,D-4194,2W,Y,Y,Germany
F,D00E8B,Ventus 3M,D-KEDS,2W,Y,Y,Germany
F,DD8217,LS-4,D-3575,2W,Y,Y,Germany
I,48530E,DG 300,PH-1575,2W,Y,Y,Netherlands
I,3E679A,Ventus 2cxT,D-KEKW,2W,Y,Y,Germany
F,DDBEE8,Discus 2t,D-KXWW,2W,Y,Y,Germany
F,D02C94,JS3RES,OY-BGX,2X,Y,Y,Denmark
I,3ED911,Arcus T,D-KXDX,2X,Y,Y,Germany
F,DDA936,Duo Discus,D-8136,2X,N,Y,Germany
F,DE0649,HP-18,N1054A,2X,Y,Y,United States
I,ACE06B,ASG29,N929JK,2XX,Y,Y,United States
F,DDAB88,G102 Astir Jeans,OK-5129,2Y,Y,Y,Czech Republic
F,DDB124,ASK-21,D-7024,2Y,Y,Y,Germany
F,DD85CB,SZD-36 Cobra,D-2611,2Y,N,Y,Germany
F,DF0817,Arcus M,D-KWHT,2Y,N,Y,Germany
F,DDD80D,Ventus 2,F-CIJG,2Y,N,Y,France
I,A2B62C,ASW-27,N274JM,2Z,N,Y,United States
F,DDE469,Cirrus,G-CHWF,2ZC,Y,Y,United Kingdom
F,3D12D0,B209,D-EFJK,2a33be7,Y,Y,Germany
I,C045C7,Nimbus 2,C-GALA,2b,Y,Y,Canada
I,3E5F48,Nimbus 4M,D-KBGY,2i,Y,Y,Germany
F,3EE867,DG600/18,D-2000,2k,Y,Y,Germany
F,DDD509,3,3,3,Y,Y,Unknown
I,45E153,JS3-RES,OY-XJS,3,Y,Y,Denmark
F,DF11FA,Segelflugzeug,D-4430,30,Y,Y,Germany
I,A31E8F,ASH-30,N30SF,30,Y,Y,United States
F,DD9AB5,SZD-51 Junior,D-6330,30,Y,Y,Germany
F,DDE3E9,Ka6 CR,G-CHJP,30,Y,Y,United Kingdom
F,DDA721,Grob Twin Astir III,D-8830,30,N,Y,Germany
F,DDA9C1,ASK-21,D-1130,30,Y,Y,Germany
F,DDFA01,Pirat,D-7830,30,N,Y,Germany
F,DDDC45,DG 101 G,D-4130,30,Y,Y,Germany
F,2FCE3F,Mosquito,D-4430,30,Y,Y,Germany
F,DF129E,ASK-23B,D-5530,30,Y,Y,Germany
F,DD9689,Ka-8,D-7130,30,Y,Y,Germany
F,DD120D,DG-100,D-4130,30,Y,Y,Germany
I,A9CC25,ASH31-Mi,N730MG,30,Y,Y,United States
F,DDED22,ASH 30,D-KMAS,30,Y,Y,Germany
F,3ED617,DG 808 B,D-KWAP,30,Y,Y,Germany
I,3EED35,Discus 2b,D-3230,30,Y,Y,Germany
F,405E7A,Ventus 2ct,G-CKCD,300,Y,Y,United Kingdom
F,D01CA4,DG300,I-ELAN,300,Y,Y,Italy
F,D003A4,LS8-18,OK-0727,301,Y,Y,Czech Republic
F,D02E5E,LS8,G-CJMU,302,Y,Y,United Kingdom
F,DDEF6F,LS-8 18,G-CJMU,302,Y,Y,United Kingdom
F,1ED4A7,Glasflügel 304,D-4304,304,Y,Y,Germany
F,DDB0AF,Glasfluegel 304,D-4304,304,N,Y,Germany
F,DD94A7,Glasfluegel 304,D-9304,304,N,Y,Germany
I,407A9A,Ventus 3TP,G-CLVG,306,Y,Y,United Kingdom
F,4052C9,Glider,G-CEVV,307,Y,Y,United Kingdom
I,404E9A,Glider,G-CKKF,309,Y,Y,United Kingdom
I,A55831,Pawnee,N4430Y,30Y,Y,Y,United States
F,AA001F,Towplane-Pawnee,N7430Z,30Z,Y,Y,United States
F,C07CF2,ASH31 Mi,C-GVIF,31,Y,Y,Canada
I,3ED36F,ASH31MI,D-KVBB,31,Y,Y,Germany
F,DDBF41,ASK13,D-0631,31,Y,Y,Germany
F,DDEDD1,ASH31,D-KWBB,31,Y,Y,Germany
F,DDB2CB,Let L-33 Solo,D-6631,31,Y,Y,Germany
F,DDDF8A,ASH-31 Mi,PH-1467,31,N,Y,Netherlands
I,484D08,ASH31,PH-1467,31,Y,Y,Netherlands
F,DDFE53,ASW-19,OE-5131,31,N,Y,Austria
F,DD84C1,Std. Austria SH1,D-0177,31,N,Y,Germany
F,DF1322,ASK-23B,D-7131,31,Y,Y,Germany
I,7C112F,ASH 31Mi,VH-DOH,31,Y,Y,Australia
F,1142A8,Paraglider,311,311,Y,Y,Unknown
F,DDE2FC,Junior,G-CHNK,312,Y,Y,United Kingdom
F,DDDAC4,Discus b,G-CFLE,314,Y,Y,United Kingdom
F,DDD98C,Duo Discus,G-CHNF,315,Y,Y,United Kingdom
F,DDE64E,ASK-21,G-DECZ,316,Y,Y,United Kingdom
F,DDD587,Pegase,G-CFEH,318,Y,Y,United Kingdom
F,DDBC62,ASW-19,G-DERS,319,Y,Y,United Kingdom
F,DDB568,Ka-8,D-6632,32,N,Y,Germany
F,DDD251,Janus,G-DJAA,32,Y,Y,United Kingdom
F,DDAADE,ASK-21,D-3932,32,N,Y,Germany
F,DDE7D7,Ka8,D-3232,32,Y,Y,Germany
F,3E7AD0,ASG32Mi,D-KLSA,32,Y,Y,Germany
F,DF129D,ASK-23B,D-7432,32,Y,Y,Germany
F,DDA626,Nimbus 2c,D-2832,32,Y,Y,Germany
F,DDBCB7,NIMBUS24D,F-CJAZ,32,Y,Y,France
F,7C1EFC,ASG32 Mi,GEM,32,Y,Y,United Kingdom
F,DD837E,ASW-20,D-1432,32,N,Y,Germany
F,DDAC35,ASK-13,D-4632,32,N,Y,Germany
F,DDDCAD,Schempp-Hirth Nimbus 2c,D-2832,32,Y,Y,Germany
F,06DDE7,Ka8b,D-3232,32,Y,Y,Germany
F,DF27E7,ASK-21,D-6432,32,Y,Y,Germany
F,DF0BDD,Mistral C,D-4932,32,Y,Y,Germany
F,F70996,DG 400,G-INCA,320,Y,Y,United Kingdom
F,200691,Enzo3,329,329,Y,Y,Unknown
F,DDA4AC,ASK21,D-3433,33,Y,Y,Germany
I,F65180,Libelle,D-1033,33,N,Y,Germany
F,DDD340,Pegase,F-CGOX-,33,N,Y,France
F,DD933A,DG-100,D-8433,33,Y,Y,Germany
F,DDFA10,Club Libelle 205,PH-1633,33,Y,Y,Netherlands
F,841B20,Glider - ASW27,N127FP,33,Y,Y,United States
F,D01C4A,Ventus 2cxT,D-KFSH,33,Y,Y,Germany
F,DD9924,Libelle,D-1033,33,N,Y,Germany
F,DDA33E,Ka6E,OY-VHX,33,Y,Y,Denmark
F,D003A8,ASK21,D-5633,33,Y,Y,Germany
F,DD98FD,ASK-21,D-5133,33,N,Y,Germany
